Year,Category,Film,FilmId,Nominees,Winner
1989,Flaherty Documentary Award,This Week: Death On The Rock,,Chris Oxley,TRUE
1989,Flaherty Documentary Award,The Duty Men: East Enders,,Paul Hamann,FALSE
1989,Flaherty Documentary Award,In From The Cold: A Portrait Of Richard Burton,,Tony Palmer,FALSE
1989,Flaherty Documentary Award,Viewpoint Special: The Men Who Killed Kennedy,,Nigel Turner,FALSE
1989,Make-Up Artist,Fabrizio Sforza,,The Last Emperor,TRUE
1989,Make-Up Artist,"Steve LaPorte, Ve Neill, Robert Short",,Beetle Juice,FALSE
1989,Make-Up Artist,Sally Sutton,,A Handful Of Dust,FALSE
1989,Make-Up Artist,Carla Palmer,,Robocop,FALSE
1989,Original Screenplay,A World Apart,,Shawn Slovo,TRUE
1989,Original Screenplay,"Goodbye, Children (Au Revoir Les Enfants)",,Louis Malle,FALSE
1989,Original Screenplay,A Fish Called Wanda,,John Cleese,FALSE
1989,Original Screenplay,Moonstruck,,John Patrick Shanley,FALSE
1989,Outstanding British Contribution To Cinema,Charles Crichton,,,TRUE
1989,Post Office BAFTA Scholarship,Gillian Wilkinson,,,TRUE
1989,Production Design,Tucker: The Man And His Dream,,Dean Tavoularis,TRUE
1989,Production Design,Empire Of The Sun,,Norman Reynolds,FALSE
1989,Production Design,The Last Emperor,,Ferdinando Scarfiotti,FALSE
1989,Production Design,Who Framed Roger Rabbit?,,Elliott Scott,FALSE
1989,Score For A Film,Empire Of The Sun,,John Williams,TRUE
1989,Score For A Film,Bird,,Lennie Niehaus,FALSE
1989,Score For A Film,The Last Emperor,,"Ryuichi Sakamoto, David Byrne, Cong Su",FALSE
1989,Score For A Film,Moonstruck,,Dick Hyman,FALSE
1989,Short Animation,The Hill Farm,,Mark Baker,TRUE
1989,Short Animation,Clothes Animation,,Osbert Parker,FALSE
1989,Short Animation,Daddy's Little Piece Of Dresden China,,Karen Watson,FALSE
1989,Short Animation,Rarg,,Tony Collingwood,FALSE
1989,Short Film,Defence Counsel Sedov (Zashchitnik Sedov),,Evgeny Tsymbal,TRUE
1989,Short Film,Cane Toads - An Unnatural History,,Mark Lewis,FALSE
1989,Short Film,The Unkindest Cut,,Jim Shields,FALSE
1989,Short Film,Water's Edge,,Suri Krishnamma,FALSE
1989,Sound,Empire Of The Sun,,"Charles L Campbell, Colin Charles, Lou Edemann, Robert Knudson, Tony Dawe",TRUE
1989,Sound,Bird,,"Alan Robert Murray, Robert G Henderson, Willie Burton, Les Fresholtz",FALSE
1989,Sound,"Good Morning, Vietnam",,"Bill Phillips, Clive Winter, Terry Porter",FALSE
1989,Sound,The Last Emperor,,"Ivan Sharrock, Bill Rowe, Les Wiggins",FALSE
1989,Special Award,Leslie Hardcastle,,,TRUE
1989,Special Award,Julie Andrews,,,TRUE
1989,Special Award for Craft,Richard Williams,,,TRUE
1990,Achievement in Direction,Kenneth Branagh,,Henry V,TRUE
1990,Achievement in Direction,Stephen Frears,,Dangerous Liaisons,FALSE
1990,Achievement in Direction,Peter Weir,,Dead Poets Society,FALSE
1990,Achievement in Direction,Alan Parker,,Mississippi Burning,FALSE
1990,Achievement in Special Visual Effects,"Ken Ralston, Michael Lantieri, John Bell, Steve Gawley",,Back To The Future II,TRUE
1990,Achievement in Special Visual Effects,"Kent Houston, Richard Conway",,The Adventures Of Baron Munchausen,FALSE
1990,Achievement in Special Visual Effects,"Derek Meddings, John Evans",,Batman,FALSE
1990,Achievement in Special Visual Effects,"George Gibbs Michael McAlister, Mark Sullivan, John Ellis",,Indiana Jones And The Last Crusade,FALSE
1990,Actor in a Leading Role,Daniel Day-Lewis,,My Left Foot,TRUE
1990,Actor in a Leading Role,Kenneth Branagh,,Henry V,FALSE
1990,Actor in a Leading Role,Dustin Hoffman,,Rain Man,FALSE
1990,Actor in a Leading Role,Robin Williams,,Dead Poets Society,FALSE
1990,Actor in a Supporting Role,Ray McAnally,,My Left Foot,TRUE
1990,Actor in a Supporting Role,Marlon Brando,,A Dry White Season,FALSE
1990,Actor in a Supporting Role,Sean Connery,,Indiana Jones And The Last Crusade,FALSE
1990,Actor in a Supporting Role,Jack Nicholson,,Batman,FALSE
1990,Actress in a Leading Role,Pauline Collins,,Shirley Valentine,TRUE
1990,Actress in a Leading Role,Glenn Close,,Dangerous Liaisons,FALSE
1990,Actress in a Leading Role,Jodie Foster,,The Accused,FALSE
1990,Actress in a Leading Role,Melanie Griffith,,Working Girl,FALSE
1990,Actress in a Supporting Role,Michelle Pfeiffer,,Dangerous Liaisons,TRUE
1990,Actress in a Supporting Role,Peggy Ashcroft,,Madame Sousatzka,FALSE
1990,Actress in a Supporting Role,Laura San Giacomo,,"Sex, Lies And Videotape",FALSE
1990,Actress in a Supporting Role,Sigourney Weaver,,Working Girl,FALSE
1990,Adapted Screenplay,Dangerous Liaisons,,Christopher Hampton,TRUE
1990,Adapted Screenplay,The Accidental Tourist,,"Frank Galati, Lawrence Kasdan",FALSE
1990,Adapted Screenplay,My Left Foot,,"Shane Connaughton, Jim Sheridan",FALSE
1990,Adapted Screenplay,Shirley Valentine,,Willy Russell,FALSE
1990,Cinematography,Mississippi Burning,,Peter Biziou,TRUE
1990,Cinematography,Dangerous Liaisons,,Philippe Rousselot,FALSE
1990,Cinematography,Gorillas In The Mist,,John Seale,FALSE
1990,Cinematography,Henry V,,Kenneth MacMillan,FALSE
1990,Cinematography,The Bear (L' Ours),,Philippe Rousselot,FALSE
1990,Costume Design,The Adventures Of Baron Munchausen,,Gabriella Pescucci,TRUE
1990,Costume Design,Batman,,Bob Ringwood,FALSE
1990,Costume Design,Dangerous Liaisons,,James Acheson,FALSE
1990,Costume Design,Henry V,,Phyllis Dalton,FALSE
1990,Editing,Mississippi Burning,,Gerry Hambling,TRUE
1990,Editing,Dangerous Liaisons,,Mick Audsley,FALSE
1990,Editing,Dead Poets Society,,William Anderson,FALSE
1990,Editing,Rain Man,,Stu Linder,FALSE
1990,Film,Dead Poets Society,,"Steven Haft, Paul Junger Witt, Tony Thomas, Peter Weir",TRUE
1990,Film,My Left Foot,,"Noel Pearson, Jim Sheridan",FALSE
1990,Film,Shirley Valentine,,Lewis Gilbert,FALSE
1990,Film,When Harry Met Sally,,Rob Reiner,FALSE
1990,Film Not in the English Language,Life And Nothing But (La Vie Et Rien D'Autre),,"René Cleitman, Bertrand Tavernier",TRUE
1990,Film Not in the English Language,Pelle The Conqueror (Pelle Erobreren),,"Per Holst, Bille August",FALSE
1990,Film Not in the English Language,Salaam Bombay,,Mira Nair,FALSE
1990,Film Not in the English Language,Women On The Verge Of A Nervous Breakdown (Mujeres Al Borde De Un Ataque De Nervios ),,"Agustín Almodóvar, Pedro Almodóvar",FALSE
1990,Flaherty Documentary Award,First Tuesday: Four Hours In My Lai,,Kevin Sim,TRUE
1990,Flaherty Documentary Award,Viewpoint '89: Cambodia - Year 10: A Special Report By John Pilger,,David Munro,FALSE
1990,Flaherty Documentary Award,Lost Children Of The Empire,,"Joanna Mack, Mike Fox",FALSE
1990,Flaherty Documentary Award,Everyman: Romania - State Of Fear,,John Blake,FALSE
1990,Make-Up Artist,"Maggie Weston, Fabrizio Sforza, Pam Meager",,The Adventures Of Baron Munchausen,TRUE
1990,Make-Up Artist,"Paul Engelen, Nick Dudman",,Batman,FALSE
1990,Make-Up Artist,Jean-Luc Russier,,Dangerous Liaisons,FALSE
1990,Make-Up Artist,Ken Jennings,,My Left Foot,FALSE
1990,Original Film Score,Dead Poets Society,,Maurice Jarre,TRUE
1990,Original Film Score,Dangerous Liaisons,,George Fenton,FALSE
1990,Original Film Score,Mississippi Burning,,Trevor Jones,FALSE
1990,Original Film Score,Working Girl,,Carly Simon,FALSE
1990,Original Screenplay,When Harry Met Sally,,Nora Ephron,TRUE
1990,Original Screenplay,Dead Poets Society,,Tom Schulman,FALSE
1990,Original Screenplay,Rain Man,,"Ronald Bass, Barry Morrow",FALSE
1990,Original Screenplay,"Sex, Lies And Videotape",,Steven Soderbergh,FALSE
1990,Outstanding British Contribution To Cinema,Lewis Gilbert,,,TRUE
1990,Production Design,The Adventures Of Baron Munchausen,,Dante Ferretti,TRUE
1990,Production Design,Batman,,Anton Furst,FALSE
1990,Production Design,Dangerous Liaisons,,Stuart Craig,FALSE
1990,Production Design,Henry V,,Tim Harvey,FALSE
1990,Short Animation,A Grand Day Out,,Nick Park,TRUE
1990,Short Animation,Creature Comforts,,"Sara Mullock, Nick Park",FALSE
1990,Short Animation,Egoli,,Karen Kelly,FALSE
1990,Short Animation,War Story,,"Sara Mullock, Peter Lord",FALSE
1990,Short Film,The Candy Show,,"Peter Hewitt, David Freeman, Damian Jones",TRUE
1990,Short Film,Carmela Campo,,"Ariel Piluso, Carlos Toscano, Gabriel Enis",FALSE
1990,Short Film,Tight Trousers,,"Metin Huseyin, Elaine Donnelly",FALSE
1990,Short Film,Uhloz,,"Isabelle Groulleart, Guy Jacques",FALSE
1990,Sound,Mississippi Burning,,"Bill Phillips, Danny Michael, Robert Litt, Elliot Tyson, Richard C Kline",TRUE
1990,Sound,Batman,,"Don Sharpe, Tony Dawe, Bill Rowe",FALSE
1990,Sound,Henry V,,"Campbell Askew, David Crozier, Robin O'Donoghue",FALSE
1990,Sound,Indiana Jones And The Last Crusade,,"Richard Hymns, Tony Dawe, Ben Burtt, Gary Summers, Shawn Murphy",FALSE
1990,Special Award,Bob Reid,,,TRUE
1990,Special Award,Sean Connery,,,TRUE
1990,Special Award,Leslie Halliwell,,,TRUE
1991,Achievement in Direction,Martin Scorsese,,Goodfellas,TRUE
1991,Achievement in Direction,Giuseppe Tornatore,,Cinema Paradiso,FALSE
1991,Achievement in Direction,Woody Allen,,Crimes And Misdemeanors,FALSE
1991,Achievement in Direction,Bruce Beresford,,Driving Miss Daisy,FALSE
1991,Achievement in Special Visual Effects,Production Team,,Honey I Shrunk The Kids,TRUE
1991,Achievement in Special Visual Effects,Production Team,,Dick Tracy,FALSE
1991,Achievement in Special Visual Effects,Production Team,,Ghost,FALSE
1991,Achievement in Special Visual Effects,Production Team,,Total Recall,FALSE
1991,Actor in a Leading Role,Philippe Noiret,,Cinema Paradiso,TRUE
1991,Actor in a Leading Role,Sean Connery,,The Hunt For Red October,FALSE
1991,Actor in a Leading Role,Tom Cruise,,Born On The Fourth Of July,FALSE
1991,Actor in a Leading Role,Robert De Niro,,Goodfellas,FALSE
1991,Actor in a Supporting Role,Salvatore Cascio,,Cinema Paradiso,TRUE
1991,Actor in a Supporting Role,Alan Alda,,Crimes And Misdemeanors,FALSE
1991,Actor in a Supporting Role,John Hurt,,The Field,FALSE
1991,Actor in a Supporting Role,Al Pacino,,Dick Tracy,FALSE
1991,Actress in a Leading Role,Jessica Tandy,,Driving Miss Daisy,TRUE
1991,Actress in a Leading Role,Shirley MacLaine,,Postcards From The Edge,FALSE
1991,Actress in a Leading Role,Michelle Pfeiffer,,The Fabulous Baker Boys,FALSE
1991,Actress in a Leading Role,Julia Roberts,,Pretty Woman,FALSE
1991,Actress in a Supporting Role,Whoopi Goldberg,,Ghost,TRUE
1991,Actress in a Supporting Role,Anjelica Huston,,Crimes And Misdemeanors,FALSE
1991,Actress in a Supporting Role,Shirley MacLaine,,Steel Magnolias,FALSE
1991,Actress in a Supporting Role,Billie Whitelaw,,The Krays,FALSE
1991,Adapted Screenplay,Goodfellas,,"Nicholas Pileggi, Martin Scorsese",TRUE
1991,Adapted Screenplay,Born On The Fourth Of July,,"Oliver Stone, Ron Kovic",FALSE
1991,Adapted Screenplay,Driving Miss Daisy,,Alfred Uhry,FALSE
1991,Adapted Screenplay,Postcards From The Edge,,Carrie Fisher,FALSE
1991,Adapted Screenplay,War Of The Roses,,Michael Leeson,FALSE
1991,Cinematography,The Sheltering Sky,,Vittorio Storaro,TRUE
1991,Cinematography,Cinema Paradiso,,Blasco Giurato,FALSE
1991,Cinematography,Glory,,Freddie Francis,FALSE
1991,Cinematography,Goodfellas,,Michael Ballhaus,FALSE
1991,Costume Design,Goodfellas,,Richard Bruno,TRUE
1991,Costume Design,Cinema Paradiso,,Beatrice Bordone,FALSE
1991,Costume Design,Dick Tracy,,Milena Canonero,FALSE
1991,Costume Design,Pretty Woman,,Marilyn Vance-Straker,FALSE
1991,Editing,Goodfellas,,Thelma Schoonmaker,TRUE
1991,Editing,Cinema Paradiso,,Mario Morra,FALSE
1991,Editing,Crimes And Misdemeanors,,Susan Morse,FALSE
1991,Editing,Dick Tracy,,Richard Marks,FALSE
1991,Fellowship,,,Louis Malle,TRUE
1991,Film,Goodfellas,,"Irwin Winkler, Martin Scorsese",TRUE
1991,Film,Crimes And Misdemeanors,,"Robert Greenhut, Woody Allen",FALSE
1991,Film,Driving Miss Daisy,,"Richard D Zanuck, Lili Fini Zanuck, Bruce Beresford",FALSE
1991,Film,Pretty Woman,,"Arnon Milchan, Steven Reuther, Garry Marshall",FALSE
1991,Film Not in the English Language,Cinema Paradiso,,"Franco Cristaldi, Giuseppe Tornatore",TRUE
1991,Film Not in the English Language,Jesus Of Montreal (Jésus De Montréal),,"Roger Frappier, Pierre Gendron, Denys Arcand",FALSE
1991,Film Not in the English Language,Milou In May  (Milou En Mai),,Louis Malle,FALSE
1991,Film Not in the English Language,Romeo And Juliet (Romuald Et Juliette),,"Jean-Louis Piel, Philippe Carcassonne, Coline Serreau",FALSE
1991,Flaherty Documentary Award,Viewpoint: Ceausescu's Children,,Patricia Ingram,FALSE
1991,Flaherty Documentary Award,"Viewpoint: Cambodia, The Betrayal - A Special Report By John Pilger",,David Munro,FALSE
1991,Flaherty Documentary Award,The Last African Flying Boat,,David Wallace,FALSE
1991,Flaherty Documentary Award,Harold Lloyd - The Third Genius,,"Kevin Brownlow, David Gill",FALSE
1991,Make-Up Artist,"John Caglione Jr, Doug Drexler",,Dick Tracy,TRUE
1991,Make-Up Artist,Maurizio Trani,,Cinema Paradiso,FALSE
1991,Make-Up Artist,Ben Nye Jr,,Ghost,FALSE
1991,Make-Up Artist,"Christine Beveridge, The Jim Henson Creature Shop",,The Witches,FALSE
1991,Original Film Score,Cinema Paradiso,,"Ennio Morricone, Andrea Morricone",TRUE
1991,Original Film Score,The Fabulous Baker Boys,,Dave Grusin,FALSE
1991,Original Film Score,Memphis Belle,,George Fenton,FALSE
1991,Original Film Score,Postcards From The Edge,,Carly Simon,FALSE
1991,Original Screenplay,Cinema Paradiso,,Giuseppe Tornatore,TRUE
1991,Original Screenplay,Crimes And Misdemeanors,,Woody Allen,FALSE
1991,Original Screenplay,Ghost,,Bruce Joel Rubin,FALSE
1991,Original Screenplay,Pretty Woman,,JF Lawton,FALSE
1991,Outstanding British Contribution To Cinema,Jeremy Thomas,,,TRUE
1991,Production Design,Dick Tracy,,Richard Sylbert,TRUE
1991,Production Design,Cinema Paradiso,,Andrea Crisanti,FALSE
1991,Production Design,The Hunt For Red October,,Terence Marsh,FALSE
1991,Production Design,Sheltering Sky,,Gianni Silvestri,FALSE
1991,Short Animation,Toxic,,Andrew McEwan,TRUE
1991,Short Animation,Deadsy,,David Anderson,FALSE
1991,Short Animation,The Death Of Stalinism In Bohemia,,Jan Svankmayer,FALSE
1991,Short Film,Say Goodbye,,"Michele Camarda, John Roberts",TRUE
1991,Short Film,At The Border (An Der Grenze),,"Michael Drexler, Max Linder",FALSE
1991,Short Film,Chicken,,"Julian Nott, Jo Shoop",FALSE
1991,Short Film,Dear Rosie,,"Barnaby Thompson, Peter Cattaneo",FALSE
1991,Sound,The Fabulous Baker Boys,,"J Paul Huntsman, Stephan Von Hase, Chris Jenkins, Gary Alexander, DM Hemphill",TRUE
1991,Sound,Dick Tracy,,"Dennis Drummond, Thomas Causey, Chris Jenkins, David E Campbell, DM Hemphill",FALSE
1991,Sound,The Hunt For Red October,,"Cecelia Hall, George Watters II, Richard Bryce Goodman, Don Bassman",FALSE
1991,Sound,Wild At Heart,,"Randy Thom, Richard Hymns, Jon Huck, David Parker",FALSE
1991,Special Award,Angela Lansbury,,,TRUE
1991,Special Award,Deborah Kerr,,,TRUE
1991,Special Award,Alistair Cooke,,,TRUE
1991,Special Award for Craft,John Box,,,TRUE
1992,Achievement in Special Visual Effects,"Stan Winston, Dennis Muren, Gene Warren Jr, Robert Skotak",,Terminator 2: Judgement Day,TRUE
1992,Achievement in Special Visual Effects,"Allen Hall, Scott Farrar, Clay Pinney, Mikael Salomon",,Backdraft,FALSE
1992,Achievement in Special Visual Effects,Stan Winston,,Edward Scissorhands,FALSE
1992,Achievement in Special Visual Effects,"Frans Wamelink, Eve Ramboz, Masao Yamaguchi",,Prospero's Books,FALSE
1992,Actor in a Leading Role,Anthony Hopkins,,The Silence Of The Lambs,TRUE
1992,Actor in a Leading Role,Kevin Costner,,Dances With Wolves,FALSE
1992,Actor in a Leading Role,Gerard Depardieu,,Cyrano De Bergerac,FALSE
1992,Actor in a Leading Role,Alan Rickman,,"Truly, Madly, Deeply",FALSE
1992,Actor in a Supporting Role,Alan Rickman,,Robin Hood: Prince Of Thieves,TRUE
1992,Actor in a Supporting Role,Alan Bates,,Hamlet,FALSE
1992,Actor in a Supporting Role,Derek Jacobi,,Dead Again,FALSE
1992,Actor in a Supporting Role,Andrew Strong,,The Commitments,FALSE
1992,Actress in a Leading Role,Jodie Foster,,The Silence Of The Lambs,TRUE
1992,Actress in a Leading Role,Geena Davis,,Thelma And Louise,FALSE
1992,Actress in a Leading Role,Susan Sarandon,,Thelma And Louise,FALSE
1992,Actress in a Leading Role,Juliet Stevenson,,"Truly, Madly, Deeply",FALSE
1992,Actress in a Supporting Role,Kate Nelligan,,Frankie And Johnny,TRUE
1992,Actress in a Supporting Role,Annette Bening,,The Grifters,FALSE
1992,Actress in a Supporting Role,Amanda Plummer,,The Fisher King,FALSE
1992,Actress in a Supporting Role,Julie Walters,,Stepping Out,FALSE
1992,Adapted Screenplay,The Commitments,,"Dick Clement, Ian La Frenais, Roddy Doyle",TRUE
1992,Adapted Screenplay,Cyrano De Bergerac,,"Jean-Paul Rappeneau, Jean-Claude Carrière",FALSE
1992,Adapted Screenplay,Dances With Wolves,,Michael Blake,FALSE
1992,Adapted Screenplay,The Silence Of The Lambs,,Ted Tally,FALSE
1992,Cinematography,Cyrano De Bergerac,,Pierre Lhomme,TRUE
1992,Cinematography,Dances With Wolves,,Dean Semler,FALSE
1992,Cinematography,The Silence Of The Lambs,,Tak Fujimoto,FALSE
1992,Cinematography,Thelma And Louise,,Adrian Biddle,FALSE
1992,Costume Design,Cyrano De Bergerac,,Franca Squarciapino,TRUE
1992,Costume Design,Edward Scissorhands,,Colleen Atwood,FALSE
1992,Costume Design,Robin Hood: Prince Of Thieves,,John Bloomfield,FALSE
1992,Costume Design,Valmont,,Theodore Pistek,FALSE
1992,David Lean Award for Achievement in Direction,The Commitments,,Alan Parker,TRUE
1992,David Lean Award for Achievement in Direction,Dances With Wolves,,Kevin Costner,FALSE
1992,David Lean Award for Achievement in Direction,The Silence Of The Lambs,,Jonathan Demme,FALSE
1992,David Lean Award for Achievement in Direction,Thelma And Louise,,Ridley Scott,FALSE
1992,Editing,The Commitments,,Gerry Hambling,TRUE
1992,Editing,Dances With Wolves,,Neil Travis,FALSE
1992,Editing,The Silence Of The Lambs,,Craig McKay,FALSE
1992,Editing,Thelma And Louise,,Thom Noble,FALSE
1992,Fellowship,,,John Gielgud,TRUE
1992,Film,The Commitments,,"Roger Randall-Cutler, Lynda Myles, Alan Parker",TRUE
1992,Film,Dances With Wolves,,"Kevin Costner, Jim Wilson",FALSE
1992,Film,The Silence Of The Lambs,,"Edward Saxon, Kenneth Utt, Ron Bozman, Jonathan Demme",FALSE
1992,Film,Thelma And Louise,,"Mimi Polk, Ridley Scott",FALSE
1992,Film Not in the English Language,The Nasty Girl (Das Schreckliche Mädchen),,Michael Verhoeven,TRUE
1992,Film Not in the English Language,Cyrano De Bergerac,,"Rene Cleitman, Michel Seydoux, Jean-Paul Rappeneau",FALSE
1992,Film Not in the English Language,The Hairdresser's Husband (Le Mari De La Coiffeuse),,"Thierry de Ganay, Patrice Leconte",FALSE
1992,Film Not in the English Language,Toto The Hero (Toto Le Héros),,"Pierre Drouot, Dany Geys, Jaco Van Dormael",FALSE
1992,Make-Up,Cyrano De Bergerac,,"Jean-Pierre Eychenne, Michele Burke",TRUE
1992,Make-Up,The Addams Family,,"Fern Buchner, Katherine James, Kevin C Haney",FALSE
1992,Make-Up,Dances With Wolves,,Frank Carrisosa,FALSE
1992,Make-Up,Edward Scissorhands,,Ve Neill,FALSE
1992,Original Film Music,Cyrano De Bergerac,,Jean-Claude Petit,TRUE
1992,Original Film Music,Dances With Wolves,,John Barry,FALSE
1992,Original Film Music,The Silence Of The Lambs,,Howard Shore,FALSE
1992,Original Film Music,Thelma And Louise,,Hans Zimmer,FALSE
