Year,CanonicalCategory,Category,Film,FilmId,Nominees,Winner,Detail
1932/33,CINEMATOGRAPHY,Cinematography,Reunion in Vienna,tt0024496,George J. Folsey,,
1932/33,CINEMATOGRAPHY,Cinematography,The Sign of the Cross,tt0023470,Karl Struss,,
1932/33,DIRECTING,Directing,Cavalcade,tt0023876,Frank Lloyd,TRUE,
1932/33,DIRECTING,Directing,Lady for a Day,tt0024240,Frank Capra,,
1932/33,DIRECTING,Directing,Little Women,tt0024264,George Cukor,,
1932/33,BEST PICTURE,Best Picture,Cavalcade,tt0023876,Fox,TRUE,
1932/33,BEST PICTURE,Best Picture,A Farewell to Arms,tt0022879,Paramount,,
1932/33,BEST PICTURE,Best Picture,42nd Street,tt0024034,Warner Bros.,,
1932/33,BEST PICTURE,Best Picture,I Am a Fugitive from a Chain Gang,tt0023042,Warner Bros.,,
1932/33,BEST PICTURE,Best Picture,Lady for a Day,tt0024240,Columbia,,
1932/33,BEST PICTURE,Best Picture,Little Women,tt0024264,RKO Radio,,
1932/33,BEST PICTURE,Best Picture,The Private Life of Henry VIII,tt0024473,London Films,,
1932/33,BEST PICTURE,Best Picture,She Done Him Wrong,tt0024548,Paramount,,
1932/33,BEST PICTURE,Best Picture,Smilin' Through,tt0023488,Metro-Goldwyn-Mayer,,
1932/33,BEST PICTURE,Best Picture,State Fair,tt0024610,Fox,,
1932/33,SHORT FILM (Animated),Short Film (Animated),Building a Building,tt0023854,Walt Disney,,
1932/33,SHORT FILM (Animated),Short Film (Animated),The Merry Old Soul,tt0142655,Walter Lantz,,
1932/33,SHORT FILM (Animated),Short Film (Animated),The Three Little Pigs,tt0024660,Walt Disney,TRUE,
1932/33,SHORT SUBJECT (Comedy),Short Subject (Comedy),Mister Mugg,tt0024342,Warren Doane,,
1932/33,SHORT SUBJECT (Comedy),Short Subject (Comedy),A Preferred List,tt0024467,Louis Brock,,
1932/33,SHORT SUBJECT (Comedy),Short Subject (Comedy),So This Is Harris,tt0024580,Louis Brock,TRUE,
1932/33,SHORT SUBJECT (Novelty),Short Subject (Novelty),Krakatoa,tt0024231,Joe Rock,TRUE,
1932/33,SHORT SUBJECT (Novelty),Short Subject (Novelty),Menu,tt0024327,Pete Smith,,
1932/33,SHORT SUBJECT (Novelty),Short Subject (Novelty),The Sea,tt0023443,Educational,,
1932/33,SOUND RECORDING,Sound Recording,A Farewell to Arms,tt0022879,"Paramount, Franklin B. Hansen",TRUE,
1932/33,SOUND RECORDING,Sound Recording,42nd Street,tt0024034,"Warner Bros., Nathan Levinson",,
1932/33,SOUND RECORDING,Sound Recording,Gold Diggers of 1933,tt0024069,"Warner Bros., Nathan Levinson",,
1932/33,SOUND RECORDING,Sound Recording,I Am a Fugitive from a Chain Gang,tt0023042,"Warner Bros., Nathan Levinson",,
1932/33,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Lady for a Day,tt0024240,Robert Riskin,,
1932/33,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Little Women,tt0024264,"Victor Heerman, Sarah Y. Mason",TRUE,
1932/33,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),State Fair,tt0024610,"Paul Green, Sonya Levien",,
1932/33,WRITING (Original Story),Writing (Original Story),One Way Passage,tt0023305,Robert Lord,TRUE,
1932/33,WRITING (Original Story),Writing (Original Story),The Prizefighter and the Lady,tt0024475,Frances Marion,,
1932/33,WRITING (Original Story),Writing (Original Story),Rasputin and the Empress,tt0023374,Charles MacArthur,,
1932/33,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,Electrical Research Products,TRUE,Sound
1932/33,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,Rca-Victor Company Inc.,TRUE,Sound
1932/33,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,"Fox Film Corporation, FRED JACKMAN, WARNER BROS. PICTURES INC., SIDNEY SANDERS",TRUE,Special Photographic
1934,ACTOR IN A LEADING ROLE,Actor in a Leading Role,It Happened One Night,tt0025316,Clark Gable,TRUE,Peter Warne
1934,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Affairs of Cellini,tt0024816,Frank Morgan,,"Allesandro, Duke of Florence"
1934,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Thin Man,tt0025878,William Powell,,Nick Charles
1934,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,It Happened One Night,tt0025316,Claudette Colbert,TRUE,Ellie Andrews
1934,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Of Human Bondage,tt0025586,Bette Davis,,Mildred
1934,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,One Night of Love,tt0025601,Grace Moore,,Mary
1934,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Barretts of Wimpole Street,tt0024865,Norma Shearer,,Elizabeth Barrett
1934,ART DIRECTION,Art Direction,The Affairs of Cellini,tt0024816,Richard Day,,
1934,ART DIRECTION,Art Direction,The Gay Divorcee,tt0025164,"Van Nest Polglase, Carroll Clark",,
1934,ART DIRECTION,Art Direction,The Merry Widow,tt0025493,"Cedric Gibbons, Fredric Hope",TRUE,
1934,ASSISTANT DIRECTOR,Assistant Director,Cleopatra,tt0024991,Cullen Tate,,
1934,ASSISTANT DIRECTOR,Assistant Director,Imitation of Life,tt0025301,Scott Beal,,
1934,ASSISTANT DIRECTOR,Assistant Director,Viva Villa!,tt0025948,John Waters,TRUE,
1934,CINEMATOGRAPHY,Cinematography,The Affairs of Cellini,tt0024816,Charles Rosher,,
1934,CINEMATOGRAPHY,Cinematography,Cleopatra,tt0024991,Victor Milner,TRUE,
1934,CINEMATOGRAPHY,Cinematography,Operator 13,tt0025607,George Folsey,,
1934,DIRECTING,Directing,It Happened One Night,tt0025316,Frank Capra,TRUE,
1934,DIRECTING,Directing,One Night of Love,tt0025601,Victor Schertzinger,,
1934,DIRECTING,Directing,The Thin Man,tt0025878,W. S. Van Dyke,,
1934,FILM EDITING,Film Editing,Cleopatra,tt0024991,Anne Bauchens,,
1934,FILM EDITING,Film Editing,Eskimo,tt0023990,Conrad Nervig,TRUE,
1934,FILM EDITING,Film Editing,One Night of Love,tt0025601,Gene Milford,,
1934,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),The Gay Divorcee,tt0025164,"RKO Radio, Max Steiner, Kenneth Webb, Samuel Hoffenstein",,
1934,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),The Lost Patrol,tt0025423,"RKO Radio, Max Steiner",,
1934,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),One Night of Love,tt0025601,"Columbia, Louis Silvers, Victor Schertzinger, Gus Kahn",TRUE,
1934,MUSIC (Original Song),Music (Original Song),Flying Down to Rio,tt0024025,"Vincent Youmans, Edward Eliscu, Gus Kahn",,Carioca
1934,MUSIC (Original Song),Music (Original Song),The Gay Divorcee,tt0025164,"Con Conrad, Herb Magidson",TRUE,The Continental
1934,MUSIC (Original Song),Music (Original Song),She Loves Me Not,tt0025774,"Ralph Rainger, Leo Robin",,Love In Bloom
1934,BEST PICTURE,Best Picture,The Barretts of Wimpole Street,tt0024865,Metro-Goldwyn-Mayer,,
1934,BEST PICTURE,Best Picture,Cleopatra,tt0024991,Paramount,,
1934,BEST PICTURE,Best Picture,Flirtation Walk,tt0025124,First National,,
1934,BEST PICTURE,Best Picture,The Gay Divorcee,tt0025164,RKO Radio,,
1934,BEST PICTURE,Best Picture,Here Comes the Navy,tt0025238,Warner Bros.,,
1934,BEST PICTURE,Best Picture,The House of Rothschild,tt0025272,20th Century,,
1934,BEST PICTURE,Best Picture,Imitation of Life,tt0025301,Universal,,
1934,BEST PICTURE,Best Picture,It Happened One Night,tt0025316,Columbia,TRUE,
1934,BEST PICTURE,Best Picture,One Night of Love,tt0025601,Columbia,,
1934,BEST PICTURE,Best Picture,The Thin Man,tt0025878,Metro-Goldwyn-Mayer,,
1934,BEST PICTURE,Best Picture,Viva Villa!,tt0025948,Metro-Goldwyn-Mayer,,
1934,BEST PICTURE,Best Picture,The White Parade,tt0025986,Jesse L. Lasky (production company),,
1934,SHORT FILM (Animated),Short Film (Animated),Holiday Land,tt0025260,Charles Mintz,,
1934,SHORT FILM (Animated),Short Film (Animated),Jolly Little Elves,tt0025332,Walter Lantz,,
1934,SHORT FILM (Animated),Short Film (Animated),The Tortoise and the Hare,tt0027126,Walt Disney,TRUE,
1934,SHORT SUBJECT (Comedy),Short Subject (Comedy),La Cucaracha,tt0025019,Kenneth Macgowan,TRUE,
1934,SHORT SUBJECT (Comedy),Short Subject (Comedy),Men in Black,tt0025488,Jules White,,
1934,SHORT SUBJECT (Comedy),Short Subject (Comedy),"What, No Men!",tt0025977,Warner Bros.,,
1934,SHORT SUBJECT (Novelty),Short Subject (Novelty),Bosom Friends,tt0024909,Skibo Productions,,
1934,SHORT SUBJECT (Novelty),Short Subject (Novelty),City of Wax,tt0024986,"Stacy Woodard, Horace Woodard",TRUE,
1934,SHORT SUBJECT (Novelty),Short Subject (Novelty),Strikes and Spares,tt0025840,Pete Smith,,
1934,SOUND RECORDING,Sound Recording,The Affairs of Cellini,tt0024816,"United Artists, Thomas T. Moulton",,
1934,SOUND RECORDING,Sound Recording,Cleopatra,tt0024991,"Paramount, Franklin B. Hansen",,
1934,SOUND RECORDING,Sound Recording,Flirtation Walk,tt0025124,"Warner Bros., First National, Nathan Levinson",,
1934,SOUND RECORDING,Sound Recording,The Gay Divorcee,tt0025164,"RKO Radio, Carl Dreher",,
1934,SOUND RECORDING,Sound Recording,Imitation of Life,tt0025301,"Universal, Theodore Soderberg",,
1934,SOUND RECORDING,Sound Recording,One Night of Love,tt0025601,"Columbia, John Livadary",TRUE,
1934,SOUND RECORDING,Sound Recording,Viva Villa!,tt0025948,"Metro-Goldwyn-Mayer, Douglas Shearer",,
1934,SOUND RECORDING,Sound Recording,The White Parade,tt0025986,"Fox, E. H. Hansen",,
1934,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),It Happened One Night,tt0025316,Robert Riskin,TRUE,
1934,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Thin Man,tt0025878,"Frances Goodrich, Albert Hackett",,
1934,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Viva Villa!,tt0025948,Ben Hecht,,
1934,WRITING (Original Story),Writing (Original Story),Hide-Out,tt0025251,Mauri Grashin,,
1934,WRITING (Original Story),Writing (Original Story),Manhattan Melodrama,tt0025464,Arthur Caesar,TRUE,
1934,WRITING (Original Story),Writing (Original Story),The Richest Girl in the World,tt0025718,Norman Krasna,,
1934,SPECIAL AWARD,Special Award,,,Shirley Temple,TRUE,
1934,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,Electrical Research Products,TRUE,Sound
1934,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),One Night of Love,tt0025601,Columbia Pictures Corporation,TRUE,Sound
1934,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,Bell And Howell Company,TRUE,Laboratory
1935,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Mutiny on the Bounty,tt0026752,Clark Gable,,Fletcher Christian
1935,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Mutiny on the Bounty,tt0026752,Charles Laughton,,Captain Bligh
1935,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Informer,tt0026529,Victor McLaglen,TRUE,Gypo Nolan
1935,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Black Fury,tt0026121,Paul Muni,,Joe Radek
1935,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Mutiny on the Bounty,tt0026752,Franchot Tone,,Roger Byam
1935,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Escape Me Never,tt0026320,Elisabeth Bergner,,Gemma Jones
1935,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Private Worlds,tt0026893,Claudette Colbert,,Jane Everest
1935,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Dangerous,tt0026261,Bette Davis,TRUE,Joyce Heath
1935,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Alice Adams,tt0026056,Katharine Hepburn,,Alice Adams
1935,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,Becky Sharp,tt0026104,Miriam Hopkins,,Becky Sharp
1935,ACTRESS IN A LEADING ROLE,Actress in a Leading Role,The Dark Angel,tt0026264,Merle Oberon,,Kitty Vane
1935,ART DIRECTION,Art Direction,The Dark Angel,tt0026264,Richard Day,TRUE,
1935,ART DIRECTION,Art Direction,The Lives of a Bengal Lancer,tt0026643,"Hans Dreier, Roland Anderson",,
1935,ART DIRECTION,Art Direction,Top Hat,tt0027125,"Van Nest Polglase, Carroll Clark",,
1935,ASSISTANT DIRECTOR,Assistant Director,David Copperfield,tt0026266,Joseph Newman,,
1935,ASSISTANT DIRECTOR,Assistant Director,Les Miserables,tt0026725,Eric Stacey,,
1935,ASSISTANT DIRECTOR,Assistant Director,The Lives of a Bengal Lancer,tt0026643,"Clem Beauchamp, Paul Wing",TRUE,
1935,ASSISTANT DIRECTOR,Assistant Director,A Midsummer Night's Dream,tt0026714,Sherry Shourds,,
1935,CINEMATOGRAPHY,Cinematography,Barbary Coast,tt0026097,Ray June,,
1935,CINEMATOGRAPHY,Cinematography,The Crusades,tt0026249,Victor Milner,,
1935,CINEMATOGRAPHY,Cinematography,Les Miserables,tt0026725,Gregg Toland,,
1935,CINEMATOGRAPHY,Cinematography,A Midsummer Night's Dream,tt0026714,Hal Mohr,TRUE,
1935,DANCE DIRECTION,Dance Direction,Gold Diggers of 1935,tt0026421,Busby Berkeley,,Lullaby of Broadway / The Words Are In My Heart
1935,DANCE DIRECTION,Dance Direction,Go into Your Dance,tt0026418,Bobby Connolly,,Latin from Manhattan
1935,DANCE DIRECTION,Dance Direction,Broadway Hostess,tt0026143,Bobby Connolly,,Playboy from Paree
1935,DANCE DIRECTION,Dance Direction,Broadway Melody of 1936,tt0026144,Dave Gould,TRUE,I've Got a Feeling You're Fooling
1935,DANCE DIRECTION,Dance Direction,Folies Bergere,tt0026373,Dave Gould,TRUE,Straw Hat
1935,DANCE DIRECTION,Dance Direction,King of Burlesque,tt0026571,Sammy Lee,,Lovely Lady / Too Good To Be True
1935,DANCE DIRECTION,Dance Direction,Top Hat,tt0027125,Hermes Pan,,"Piccolino / Top Hat, White Tie, and Tails"
1935,DANCE DIRECTION,Dance Direction,Big Broadcast of 1936,tt0026113,LeRoy Prinz,,It's the Animal in Me
1935,DANCE DIRECTION,Dance Direction,All the King's Horses,tt0024823,LeRoy Prinz,,Viennese Waltz
1935,DANCE DIRECTION,Dance Direction,She,tt0026983,Benjamin Zemach,,Hall of Kings
1935,DIRECTING,Directing,Captain Blood,tt0026174,Michael Curtiz,,
1935,DIRECTING,Directing,The Informer,tt0026529,John Ford,TRUE,
1935,DIRECTING,Directing,The Lives of a Bengal Lancer,tt0026643,Henry Hathaway,,
1935,DIRECTING,Directing,Mutiny on the Bounty,tt0026752,Frank Lloyd,,
1935,FILM EDITING,Film Editing,David Copperfield,tt0026266,Robert J. Kern,,
1935,FILM EDITING,Film Editing,The Informer,tt0026529,George Hively,,
1935,FILM EDITING,Film Editing,Les Miserables,tt0026725,Barbara McLean,,
1935,FILM EDITING,Film Editing,The Lives of a Bengal Lancer,tt0026643,Ellsworth Hoagland,,
1935,FILM EDITING,Film Editing,A Midsummer Night's Dream,tt0026714,Ralph Dawson,TRUE,
1935,FILM EDITING,Film Editing,Mutiny on the Bounty,tt0026752,Margaret Booth,,
1935,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Captain Blood,tt0026174,"Warner Bros., First National, Leo Forbstein, Erich Wolfgang Korngold",,
1935,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),The Informer,tt0026529,"RKO Radio, Max Steiner",TRUE,
1935,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Mutiny on the Bounty,tt0026752,"Metro-Goldwyn-Mayer, Nat W. Finston, Herbert Stothart",,
1935,MUSIC (Original Song Score or Adaptation Score),Music (Original Song Score or Adaptation Score),Peter Ibbetson,tt0026866,"Paramount, Irvin Talbot, Ernst Toch",,
1935,MUSIC (Original Song),Music (Original Song),Top Hat,tt0027125,Irving Berlin,,Cheek To Cheek
1935,MUSIC (Original Song),Music (Original Song),Roberta,tt0026942,"Jerome Kern, Dorothy Fields, Jimmy McHugh",,Lovely To Look At
1935,MUSIC (Original Song),Music (Original Song),Gold Diggers of 1935,tt0026421,"Harry Warren, Al Dubin",TRUE,Lullaby Of Broadway
1935,BEST PICTURE,Best Picture,Alice Adams,tt0026056,RKO Radio,,
1935,BEST PICTURE,Best Picture,Broadway Melody of 1936,tt0026144,Metro-Goldwyn-Mayer,,
1935,BEST PICTURE,Best Picture,Captain Blood,tt0026174,Cosmopolitan,,
1935,BEST PICTURE,Best Picture,David Copperfield,tt0026266,Metro-Goldwyn-Mayer,,
1935,BEST PICTURE,Best Picture,The Informer,tt0026529,RKO Radio,,
1935,BEST PICTURE,Best Picture,Les Miserables,tt0026725,20th Century,,
1935,BEST PICTURE,Best Picture,The Lives of a Bengal Lancer,tt0026643,Paramount,,
1935,BEST PICTURE,Best Picture,A Midsummer Night's Dream,tt0026714,Warner Bros.,,
1935,BEST PICTURE,Best Picture,Mutiny on the Bounty,tt0026752,Metro-Goldwyn-Mayer,TRUE,
1935,BEST PICTURE,Best Picture,Naughty Marietta,tt0026768,Metro-Goldwyn-Mayer,,
1935,BEST PICTURE,Best Picture,Ruggles of Red Gap,tt0026955,Paramount,,
1935,BEST PICTURE,Best Picture,Top Hat,tt0027125,RKO Radio,,
1935,SHORT FILM (Animated),Short Film (Animated),The Calico Dragon,tt0026162,"Hugh Harman, Rudolf Ising",,
1935,SHORT FILM (Animated),Short Film (Animated),Three Orphan Kittens,tt0027100,Walt Disney,TRUE,
1935,SHORT FILM (Animated),Short Film (Animated),Who Killed Cock Robin?,tt0027212,Walt Disney,,
1935,SHORT SUBJECT (Comedy),Short Subject (Comedy),How to Sleep,tt0026497,Jack Chertok,TRUE,
1935,SHORT SUBJECT (Comedy),Short Subject (Comedy),"Oh, My Nerves",tt0026803,Jules White,,
1935,SHORT SUBJECT (Comedy),Short Subject (Comedy),Tit for Tat,tt0027113,Hal Roach,,
1935,SHORT SUBJECT (Novelty),Short Subject (Novelty),Audioscopiks,tt0026086,Pete Smith,,
1935,SHORT SUBJECT (Novelty),Short Subject (Novelty),Camera Thrills,tt0026167,Universal,,
1935,SHORT SUBJECT (Novelty),Short Subject (Novelty),Wings over Mt. Everest,tt0024777,"Gaumont British, Skibo Productions",TRUE,
1935,SOUND RECORDING,Sound Recording,Bride of Frankenstein,tt0026138,"Universal, Gilbert Kurland",,
1935,SOUND RECORDING,Sound Recording,Captain Blood,tt0026174,"Warner Bros., First National, Nathan Levinson",,
1935,SOUND RECORDING,Sound Recording,The Dark Angel,tt0026264,"United Artists, Thomas T. Moulton",,
1935,SOUND RECORDING,Sound Recording,I Dream Too Much,tt0026507,"RKO Radio, Carl Dreher",,
1935,SOUND RECORDING,Sound Recording,The Lives of a Bengal Lancer,tt0026643,"Paramount, Franklin B. Hansen",,
1935,SOUND RECORDING,Sound Recording,Love Me Forever,tt0026654,"Columbia, John Livadary",,
1935,SOUND RECORDING,Sound Recording,Naughty Marietta,tt0026768,"Metro-Goldwyn-Mayer, Douglas Shearer",TRUE,
1935,SOUND RECORDING,Sound Recording,"$1,000 a Minute",tt0026027,Republic,,
1935,SOUND RECORDING,Sound Recording,Thanks a Million,tt0027088,"20th Century-Fox, E. H. Hansen",,
1935,WRITING (Original Story),Writing (Original Story),Broadway Melody of 1936,tt0026144,Moss Hart,,
1935,WRITING (Original Story),Writing (Original Story),G-Men,tt0026393,Gregory Rogers,,
1935,WRITING (Original Story),Writing (Original Story),The Gay Deception,tt0026400,"Don Hartman, Stephen Avery",,
1935,WRITING (Original Story),Writing (Original Story),The Scoundrel,tt0026970,"Ben Hecht, Charles MacArthur",TRUE,
1935,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Captain Blood,tt0026174,Casey Robinson,,
1935,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Informer,tt0026529,Dudley Nichols,TRUE,
1935,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),The Lives of a Bengal Lancer,tt0026643,"Waldemar Young, John L. Balderston, Achmed Abdullah, Grover Jones, William Slavens McNutt",,
1935,WRITING (Adapted Screenplay),Writing (Adapted Screenplay),Mutiny on the Bounty,tt0026752,"Talbot Jennings, Jules Furthman, Carey Wilson",,
1935,SPECIAL AWARD,Special Award,,,David Wark Griffith,TRUE,
1935,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,Agfa Ansco Corporation,TRUE,Film
1935,SCIENTIFIC OR TECHNICAL AWARD (Class II),Scientific or Technical Award (Class Ii),,,Eastman Kodak Company,TRUE,Lenses and Filters
1935,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,Metro-Goldwyn-Mayer Studio,TRUE,Laboratory
1935,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,WILLIAM A. MUELLER,TRUE,Sound
1935,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,Mole-Richardson Company,TRUE,Lighting
1935,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,"Douglas Shearer, Metro-Goldwyn-Mayer",TRUE,Stage Operations
1935,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,Electrical Research Products Inc.,TRUE,Sound
1935,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,Paramount Productions Inc.,TRUE,Laboratory
1935,SCIENTIFIC OR TECHNICAL AWARD (Class III),Scientific or Technical Award (Class Iii),,,Nathan Levinson,TRUE,Sound
1936,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Mr. Deeds Goes to Town,tt0027996,Gary Cooper,,Longfellow Deeds
1936,ACTOR IN A LEADING ROLE,Actor in a Leading Role,Dodsworth,tt0027532,Walter Huston,,Sam Dodsworth
1936,ACTOR IN A LEADING ROLE,Actor in a Leading Role,The Story of Louis Pasteur,tt0028313,Paul Muni,TRUE,Louis Pasteur
1936,ACTOR IN A LEADING ROLE,Actor in a Leading Role,My Man Godfrey,tt0028010,William Powell,,Godfrey Parks
